"","STATE_NAME","RECFIN_YEAR","RECFIN_DATE","COUNTY_NUMBER","INTERVIEW_SITE","RECFIN_PORT_NAME","RECFIN_TRIP_TYPE_NAME","AGENCY_WATER_AREA_NAME","AGENCY_FISHED_AREA_NAME","RECFIN_MODE_NAME","FISHERY_MANAGEMENT_PLAN","STOCK_COMPLEX_NAME","SPECIES_GROUP_NAME","SPECIES_NAME","SCIENTIFIC_NAME","AGENCY_LENGTH","AGENCY_LENGTH_UNITS","IS_AGENCY_LENGTH_WITHIN_MAX","AGENCY_WEIGHT","AGENCY_WEIGHT_UNITS","RECFIN_LENGTH_MM","RECFIN_IMPUTED_LENGTH","RECFIN_LENGTH_TYPE","RECFIN_IMPUTED_WEIGHT_KG","RECFIN_SEX_CODE","RECFIN_SEX_NAME","IS_RETAINED","SOURCE_CODE"
"21","CALIFORNIA",2013,"07/27/2013",59,106,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES",NA,"PRIVATE/RENTAL BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",391,NA,TRUE,NA,NA,403,NA,NA,0.885,"","","RETAINED","BIO"
"22","CALIFORNIA",2013,"10/01/2013",59,315,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","ANYTHING/OTHER SPECIES","NOT KNOWN",NA,"MAN-MADE/JETTY","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",151,NA,TRUE,NA,NA,161,NA,NA,0.0397,"","","RETAINED","BIO"
"23","CALIFORNIA",2013,"05/04/2013",73,110,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","ANYTHING/OTHER SPECIES","INLAND",NA,"PRIVATE/RENTAL BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",346,NA,TRUE,0.62,NA,358,NA,NA,0.594,"","","RETAINED","BIO"
"24","CALIFORNIA",2013,"05/04/2013",73,110,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","ANYTHING/OTHER SPECIES","INLAND",NA,"PRIVATE/RENTAL BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",383,NA,TRUE,0.98,NA,395,NA,NA,0.8273,"","","RETAINED","BIO"
"25","CALIFORNIA",2013,"05/04/2013",73,110,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","ANYTHING/OTHER SPECIES","INLAND",NA,"PRIVATE/RENTAL BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",394,NA,TRUE,1,NA,406,NA,NA,0.9074,"","","RETAINED","BIO"
"26","CALIFORNIA",2013,"06/02/2013",59,112,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","ANYTHING/OTHER SPECIES","NOT KNOWN",NA,"MAN-MADE/JETTY","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",156,NA,TRUE,0.05,NA,166,NA,NA,0.0442,"","","RETAINED","BIO"
"27","CALIFORNIA",2013,"06/02/2013",59,112,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","ANYTHING/OTHER SPECIES","NOT KNOWN",NA,"MAN-MADE/JETTY","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",226,NA,TRUE,0.13,NA,237,NA,NA,0.1481,"","","RETAINED","BIO"
"28","CALIFORNIA",2013,"06/22/2013",59,111,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","INLAND",NA,"PRIVATE/RENTAL BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",304,NA,TRUE,NA,NA,315,NA,NA,0.3894,"","","RETAINED","BIO"
"29","CALIFORNIA",2013,"08/11/2013",73,309,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","INSHORE","NOT KNOWN",NA,"MAN-MADE/JETTY","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",360,NA,TRUE,NA,NA,372,NA,NA,0.676,"","","RETAINED","BIO"
"30","CALIFORNIA",2013,"03/06/2013",73,18,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",237,NA,TRUE,0.33,NA,248,NA,NA,0.1729,"","","RETAINED","BIO"
"31","CALIFORNIA",2013,"07/13/2013",53,102,"CENTRAL (SAN LUIS OBISPO, MONTEREY AND SANTA CRUZ COUNTIES)","BOTTOMFISH","NOT KNOWN",NA,"MAN-MADE/JETTY","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",514,NA,TRUE,2.5,NA,527,NA,NA,2.1598,"","","RETAINED","BIO"
"32","CALIFORNIA",2013,"10/19/2013",73,20,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",497,NA,TRUE,1.6,NA,510,NA,NA,1.9354,"","","RETAINED","BIO"
"33","CALIFORNIA",2013,"10/04/2013",73,20,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",361,NA,TRUE,0.6,NA,373,NA,NA,0.6821,"","","RETAINED","BIO"
"34","CALIFORNIA",2013,"09/29/2013",59,106,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","COASTAL MIGRATORY","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",430,NA,TRUE,1.3,NA,443,NA,NA,1.2068,"","","RETAINED","BIO"
"35","CALIFORNIA",2013,"09/29/2013",59,106,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","COASTAL MIGRATORY","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",436,NA,TRUE,1,NA,449,NA,NA,1.2626,"","","RETAINED","BIO"
"36","CALIFORNIA",2013,"09/29/2013",59,106,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","COASTAL MIGRATORY","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",399,NA,TRUE,0.88,NA,411,NA,NA,0.9455,"","","RETAINED","BIO"
"37","CALIFORNIA",2013,"09/29/2013",59,106,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","COASTAL MIGRATORY","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",381,NA,TRUE,0.65,NA,393,NA,NA,0.8133,"","","RETAINED","BIO"
"38","CALIFORNIA",2013,"09/24/2013",59,101,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",403,NA,TRUE,0.93,NA,415,NA,NA,0.9767,"","","RETAINED","BIO"
"39","CALIFORNIA",2013,"09/21/2013",59,101,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",363,NA,TRUE,0.64,NA,375,NA,NA,0.6945,"","","RETAINED","BIO"
"40","CALIFORNIA",2013,"07/23/2013",37,202,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",390,NA,TRUE,NA,NA,402,NA,NA,0.8777,"","","RETAINED","BIO"
"41","CALIFORNIA",2013,"07/24/2013",37,14,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","COASTAL MIGRATORY","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",335,NA,TRUE,NA,NA,347,NA,NA,0.5346,"","","RETAINED","BIO"
"42","CALIFORNIA",2013,"07/21/2013",37,14,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",348,NA,TRUE,0.64,NA,360,NA,NA,0.6052,"","","RETAINED","BIO"
"43","CALIFORNIA",2013,"07/21/2013",37,14,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",451,NA,TRUE,1.5,NA,464,NA,NA,1.4099,"","","RETAINED","BIO"
"44","CALIFORNIA",2013,"07/21/2013",37,14,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",405,NA,TRUE,0.92,NA,417,NA,NA,0.9926,"","","RETAINED","BIO"
"45","CALIFORNIA",2013,"07/21/2013",37,14,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",357,NA,TRUE,0.63,NA,369,NA,NA,0.6578,"","","RETAINED","BIO"
"46","CALIFORNIA",2013,"07/21/2013",37,14,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",355,NA,TRUE,0.64,NA,367,NA,NA,0.6459,"","","RETAINED","BIO"
"47","CALIFORNIA",2013,"07/20/2013",59,101,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","COASTAL MIGRATORY","OCEAN > 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",415,NA,TRUE,1,NA,427,NA,NA,1.0748,"","","RETAINED","BIO"
"48","CALIFORNIA",2013,"07/20/2013",59,101,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","COASTAL MIGRATORY","OCEAN > 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",390,NA,TRUE,1,NA,402,NA,NA,0.8777,"","","RETAINED","BIO"
"49","CALIFORNIA",2013,"07/21/2013",73,113,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",360,NA,TRUE,0.72,NA,372,NA,NA,0.676,"","","RETAINED","BIO"
"50","CALIFORNIA",2013,"07/24/2013",37,14,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","COASTAL MIGRATORY","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",409,NA,TRUE,NA,NA,421,NA,NA,1.025,"","","RETAINED","BIO"
"51","CALIFORNIA",2013,"07/24/2013",37,15,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","COASTAL MIGRATORY","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",382,NA,TRUE,0.76,NA,394,NA,NA,0.8203,"","","RETAINED","BIO"
"52","CALIFORNIA",2013,"07/24/2013",37,15,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","COASTAL MIGRATORY","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",351,NA,TRUE,0.6,NA,363,NA,NA,0.6224,"","","RETAINED","BIO"
"53","CALIFORNIA",2013,"07/24/2013",37,15,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","COASTAL MIGRATORY","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",372,NA,TRUE,0.75,NA,384,NA,NA,0.7523,"","","RETAINED","BIO"
"54","CALIFORNIA",2013,"07/24/2013",111,43,"CHANNEL (VENTURA AND SANTA BARBARA COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",384,NA,TRUE,0.84,NA,396,NA,NA,0.8344,"","","RETAINED","BIO"
"55","CALIFORNIA",2013,"07/13/2013",111,43,"CHANNEL (VENTURA AND SANTA BARBARA COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",446,NA,TRUE,1.5,NA,459,NA,NA,1.3596,"","","RETAINED","BIO"
"56","CALIFORNIA",2013,"07/14/2013",59,101,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",355,NA,TRUE,0.63,NA,367,NA,NA,0.6459,"","","RETAINED","BIO"
"57","CALIFORNIA",2013,"07/15/2013",73,113,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",351,NA,TRUE,0.63,NA,363,NA,NA,0.6224,"","","RETAINED","BIO"
"58","CALIFORNIA",2013,"07/15/2013",73,113,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",346,NA,TRUE,0.96,NA,358,NA,NA,0.594,"","","RETAINED","BIO"
"59","CALIFORNIA",2013,"07/16/2013",59,111,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",344,NA,TRUE,0.52,NA,356,NA,NA,0.5828,"","","RETAINED","BIO"
"60","CALIFORNIA",2013,"07/16/2013",59,111,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",392,NA,TRUE,0.84,NA,404,NA,NA,0.8924,"","","RETAINED","BIO"
"61","CALIFORNIA",2013,"07/17/2013",59,101,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",362,NA,TRUE,0.62,NA,374,NA,NA,0.6883,"","","RETAINED","BIO"
"62","CALIFORNIA",2013,"07/17/2013",59,101,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",343,NA,TRUE,0.57,NA,355,NA,NA,0.5773,"","","RETAINED","BIO"
"63","CALIFORNIA",2013,"07/20/2013",59,101,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","COASTAL MIGRATORY","OCEAN > 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",430,NA,TRUE,1,NA,443,NA,NA,1.2068,"","","RETAINED","BIO"
"64","CALIFORNIA",2013,"07/20/2013",59,101,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","COASTAL MIGRATORY","OCEAN > 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",380,NA,TRUE,0.81,NA,392,NA,NA,0.8064,"","","RETAINED","BIO"
"65","CALIFORNIA",2013,"07/19/2013",37,14,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","COASTAL MIGRATORY","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",377,NA,TRUE,0.93,NA,389,NA,NA,0.7858,"","","RETAINED","BIO"
"66","CALIFORNIA",2013,"07/13/2013",37,13,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",438,NA,TRUE,NA,NA,451,NA,NA,1.2816,"","","RETAINED","BIO"
"67","CALIFORNIA",2013,"07/13/2013",37,13,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",343,NA,TRUE,NA,NA,355,NA,NA,0.5773,"","","RETAINED","BIO"
