"","STATE_NAME","RECFIN_YEAR","RECFIN_DATE","COUNTY_NUMBER","INTERVIEW_SITE","RECFIN_PORT_NAME","RECFIN_TRIP_TYPE_NAME","AGENCY_WATER_AREA_NAME","AGENCY_FISHED_AREA_NAME","RECFIN_MODE_NAME","FISHERY_MANAGEMENT_PLAN","STOCK_COMPLEX_NAME","SPECIES_GROUP_NAME","SPECIES_NAME","SCIENTIFIC_NAME","AGENCY_LENGTH","AGENCY_LENGTH_UNITS","IS_AGENCY_LENGTH_WITHIN_MAX","AGENCY_WEIGHT","AGENCY_WEIGHT_UNITS","RECFIN_LENGTH_MM","RECFIN_IMPUTED_LENGTH","RECFIN_LENGTH_TYPE","RECFIN_IMPUTED_WEIGHT_KG","RECFIN_SEX_CODE","RECFIN_SEX_NAME","IS_RETAINED","SOURCE_CODE"
"15","CALIFORNIA",2013,"05/26/2013",59,301,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","INSHORE","NOT KNOWN",NA,"MAN-MADE/JETTY","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",394,NA,"T",NA,NA,394,NA,NA,0.8512,"","","RETAINED","BIO"
"16","CALIFORNIA",2013,"06/29/2013",59,106,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","ANYTHING/OTHER SPECIES","OCEAN <= 3 MILES",NA,"PRIVATE/RENTAL BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",347,NA,"T",0.54,NA,347,NA,NA,0.5727,"","","RETAINED","BIO"
"17","CALIFORNIA",2013,"03/13/2013",73,113,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","INSHORE","OCEAN <= 3 MILES",NA,"PRIVATE/RENTAL BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",370,NA,"T",0.61,NA,370,NA,NA,0.6997,"","","RETAINED","BIO"
"18","CALIFORNIA",2013,"08/25/2013",37,201,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","INLAND",NA,"PRIVATE/RENTAL BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",369,NA,"T",0.61,NA,369,NA,NA,0.6938,"","","RETAINED","BIO"
"19","CALIFORNIA",2013,"03/19/2013",73,117,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","ANYTHING/OTHER SPECIES","NOT KNOWN",NA,"MAN-MADE/JETTY","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",385,NA,"T",0.81,NA,385,NA,NA,0.792,"","","RETAINED","BIO"
"20","CALIFORNIA",2013,"08/11/2013",111,105,"CHANNEL (VENTURA AND SANTA BARBARA COUNTIES)","ANYTHING/OTHER SPECIES","NOT KNOWN",NA,"MAN-MADE/JETTY","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",367,NA,"T",0.73,NA,367,NA,NA,0.6821,"","","RETAINED","BIO"
"21","CALIFORNIA",2013,"04/12/2013",37,13,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN > 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",420,NA,"T",0.96,NA,420,NA,NA,1.0391,"","","RETAINED","BIO"
"22","CALIFORNIA",2013,"04/12/2013",37,13,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN > 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",430,NA,"T",1.2,NA,430,NA,NA,1.1182,"","","RETAINED","BIO"
"23","CALIFORNIA",2013,"04/12/2013",37,13,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN > 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",373,NA,"T",0.69,NA,373,NA,NA,0.7175,"","","RETAINED","BIO"
"24","CALIFORNIA",2013,"04/12/2013",37,13,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN > 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",537,NA,"T",2.2,NA,537,NA,NA,2.2367,"","","RETAINED","BIO"
"25","CALIFORNIA",2013,"04/12/2013",37,13,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN > 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",450,NA,"T",1.1,NA,450,NA,NA,1.2886,"","","RETAINED","BIO"
"26","CALIFORNIA",2013,"04/12/2013",37,13,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN > 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",444,NA,"T",1.1,NA,444,NA,NA,1.2358,"","","RETAINED","BIO"
"27","CALIFORNIA",2013,"04/12/2013",37,13,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN > 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",393,NA,"T",0.69,NA,393,NA,NA,0.8445,"","","RETAINED","BIO"
"28","CALIFORNIA",2013,"04/12/2013",37,13,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN > 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",402,NA,"T",0.76,NA,402,NA,NA,0.9063,"","","RETAINED","BIO"
"29","CALIFORNIA",2013,"10/18/2013",37,13,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",432,NA,"T",1.1,NA,432,NA,NA,1.1345,"","","RETAINED","BIO"
"30","CALIFORNIA",2013,"10/18/2013",37,13,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",470,NA,"T",1.36,NA,470,NA,NA,1.4759,"","","RETAINED","BIO"
"31","CALIFORNIA",2013,"10/19/2013",37,303,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",437,NA,"T",1.1,NA,437,NA,NA,1.176,"","","RETAINED","BIO"
"32","CALIFORNIA",2013,"06/29/2013",37,17,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","COASTAL MIGRATORY","OCEAN > 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",390,NA,"T",0.84,NA,390,NA,NA,0.8246,"","","RETAINED","BIO"
"33","CALIFORNIA",2013,"06/29/2013",37,202,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",488,NA,"T",1.8,NA,488,NA,NA,1.6595,"","","RETAINED","BIO"
"34","CALIFORNIA",2013,"06/29/2013",37,202,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",405,NA,"T",0.87,NA,405,NA,NA,0.9276,"","","RETAINED","BIO"
"35","CALIFORNIA",2013,"06/29/2013",37,202,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",404,NA,"T",1.1,NA,404,NA,NA,0.9205,"","","RETAINED","BIO"
"36","CALIFORNIA",2013,"06/29/2013",37,202,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",358,NA,"T",0.66,NA,358,NA,NA,0.6313,"","","RETAINED","BIO"
"37","CALIFORNIA",2013,"06/29/2013",37,202,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",399,NA,"T",1,NA,399,NA,NA,0.8854,"","","RETAINED","BIO"
"38","CALIFORNIA",2013,"06/29/2013",37,202,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",391,NA,"T",0.86,NA,391,NA,NA,0.8312,"","","RETAINED","BIO"
"39","CALIFORNIA",2013,"06/29/2013",37,202,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",403,NA,"T",NA,NA,403,NA,NA,0.9134,"","","RETAINED","BIO"
"40","CALIFORNIA",2013,"06/29/2013",37,202,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",380,NA,"T",NA,NA,380,NA,NA,0.7604,"","","RETAINED","BIO"
"41","CALIFORNIA",2013,"06/29/2013",37,202,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",373,NA,"T",0.69,NA,373,NA,NA,0.7175,"","","RETAINED","BIO"
"42","CALIFORNIA",2013,"06/29/2013",37,202,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",366,NA,"T",0.75,NA,366,NA,NA,0.6763,"","","RETAINED","BIO"
"43","CALIFORNIA",2013,"06/29/2013",37,202,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",344,NA,"T",1,NA,344,NA,NA,0.5574,"","","RETAINED","BIO"
"44","CALIFORNIA",2013,"06/29/2013",37,202,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",397,NA,"T",0.87,NA,397,NA,NA,0.8716,"","","RETAINED","BIO"
"45","CALIFORNIA",2013,"06/29/2013",37,202,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",417,NA,"T",1.2,NA,417,NA,NA,1.0161,"","","RETAINED","BIO"
"46","CALIFORNIA",2013,"06/24/2013",37,17,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN > 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",407,NA,"T",1,NA,407,NA,NA,0.942,"","","RETAINED","BIO"
"47","CALIFORNIA",2013,"06/24/2013",37,17,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN > 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",425,NA,"T",1.1,NA,425,NA,NA,1.0781,"","","RETAINED","BIO"
"48","CALIFORNIA",2013,"06/19/2013",59,101,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",383,NA,"T",0.76,NA,383,NA,NA,0.7793,"","","RETAINED","BIO"
"49","CALIFORNIA",2013,"06/20/2013",37,13,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN > 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",618,NA,"T",3.45,NA,618,NA,NA,3.4672,"","","RETAINED","BIO"
"50","CALIFORNIA",2013,"06/20/2013",37,13,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN > 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",544,NA,"T",2.25,NA,544,NA,NA,2.329,"","","RETAINED","BIO"
"51","CALIFORNIA",2013,"06/20/2013",37,13,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN > 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",401,NA,"T",1.05,NA,401,NA,NA,0.8993,"","","RETAINED","BIO"
"52","CALIFORNIA",2013,"06/20/2013",37,13,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN > 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",358,NA,"T",0.56,NA,358,NA,NA,0.6313,"","","RETAINED","BIO"
"53","CALIFORNIA",2013,"06/20/2013",37,13,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN > 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",456,NA,"T",1.4,NA,456,NA,NA,1.343,"","","RETAINED","BIO"
"54","CALIFORNIA",2013,"06/20/2013",37,13,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN > 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",416,NA,"T",0.86,NA,416,NA,NA,1.0085,"","","RETAINED","BIO"
"55","CALIFORNIA",2013,"06/20/2013",37,13,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN > 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",392,NA,"T",0.69,NA,392,NA,NA,0.8378,"","","RETAINED","BIO"
"56","CALIFORNIA",2013,"06/22/2013",59,101,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",344,NA,"T",0.58,NA,344,NA,NA,0.5574,"","","RETAINED","BIO"
"57","CALIFORNIA",2013,"06/22/2013",59,101,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",350,NA,"T",0.63,NA,350,NA,NA,0.5883,"","","RETAINED","BIO"
"58","CALIFORNIA",2013,"06/22/2013",59,101,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",339,NA,"T",0.55,NA,339,NA,NA,0.5325,"","","RETAINED","BIO"
"59","CALIFORNIA",2013,"06/26/2013",37,14,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",353,NA,"T",0.56,NA,353,NA,NA,0.6042,"","","RETAINED","BIO"
"60","CALIFORNIA",2013,"06/26/2013",37,14,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",540,NA,"T",2.2,NA,540,NA,NA,2.276,"","","RETAINED","BIO"
"61","CALIFORNIA",2013,"06/26/2013",37,202,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","COASTAL MIGRATORY","OCEAN > 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",373,NA,"T",0.67,NA,373,NA,NA,0.7175,"","","RETAINED","BIO"
"62","CALIFORNIA",2013,"06/26/2013",37,202,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","COASTAL MIGRATORY","OCEAN > 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",433,NA,"T",1.2,NA,433,NA,NA,1.1427,"","","RETAINED","BIO"
"63","CALIFORNIA",2013,"07/07/2013",37,14,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN > 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",420,NA,"T",NA,NA,420,NA,NA,1.0391,"","","RETAINED","BIO"
"64","CALIFORNIA",2013,"07/07/2013",37,14,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN > 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",402,NA,"T",1,NA,402,NA,NA,0.9063,"","","RETAINED","BIO"
"65","CALIFORNIA",2013,"07/07/2013",37,14,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN > 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",356,NA,"T",0.59,NA,356,NA,NA,0.6203,"","","RETAINED","BIO"
"66","CALIFORNIA",2013,"07/07/2013",37,14,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN > 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",383,NA,"T",NA,NA,383,NA,NA,0.7793,"","","RETAINED","BIO"
"67","CALIFORNIA",2013,"07/07/2013",37,14,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","OCEAN > 3 MILES",NA,"PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","BARRED SANDBASS","PARALABRAX NEBULIFER",416,NA,"T",1.2,NA,416,NA,NA,1.0085,"","","RETAINED","BIO"
